"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"VIC",209,"DEAK","Deakin","ASXP","BARBER",1856
"VIC",209,"DEAK","Deakin","AFN","CARBONARI",212
"VIC",209,"DEAK","Deakin","RUA","DE ZILWA",327
"VIC",209,"DEAK","Deakin","KAP","RASKOVY",293
"VIC",209,"DEAK","Deakin","FFP","WESTBROOK",1200
"VIC",210,"DUNK","Dunkley","","Informal",4424
"VIC",210,"DUNK","Dunkley","IND","BROFF",516
"VIC",210,"DUNK","Dunkley","GRN","TILLER",8199
"VIC",210,"DUNK","Dunkley","ALP","KILKENNY",27155
"VIC",210,"DUNK","Dunkley","LP","BILLSON",42869
"VIC",210,"DUNK","Dunkley","PUP","RYDER",3707
"VIC",210,"DUNK","Dunkley","ASXP","PALMI",2589
"VIC",210,"DUNK","Dunkley","RUA","GENTLE",477
"VIC",210,"DUNK","Dunkley","IND","BURT",740
"VIC",210,"DUNK","Dunkley","FFP","EASTMAN",1682
"VIC",211,"FLIN","Flinders","","Informal",4916
"VIC",211,"FLIN","Flinders","ALP","SINCLAIR",23666
"VIC",211,"FLIN","Flinders","GRN","RUSH",9148
"VIC",211,"FLIN","Flinders","LP","HUNT",51972
"VIC",211,"FLIN","Flinders","AUC","BELSAR",523
"VIC",211,"FLIN","Flinders","NCP","ZABANEH",215
"VIC",211,"FLIN","Flinders","PUP","CLARK",5639
"VIC",211,"FLIN","Flinders","RUA","DORIAN",481
"VIC",211,"FLIN","Flinders","IND","McCORMACK",478
"VIC",211,"FLIN","Flinders","IND","MADIGAN",708
"VIC",211,"FLIN","Flinders","FFP","CLARK",1091
"VIC",212,"GELL","Gellibrand","","Informal",5202
"VIC",212,"GELL","Gellibrand","ALP","WATTS",40236
"VIC",212,"GELL","Gellibrand","GRN","SWIFT",14623
"VIC",212,"GELL","Gellibrand","LP","McCONNELL",23343
"VIC",212,"GELL","Gellibrand","AUC","O'NEILL",967
"VIC",212,"GELL","Gellibrand","PUP","SINGLETON",3413
"VIC",212,"GELL","Gellibrand","ASXP","CASHION",2540
"VIC",212,"GELL","Gellibrand","FFP","ARCH",2266
"VIC",213,"GIPP","Gippsland","","Informal",5629
"VIC",213,"GIPP","Gippsland","ALP","McNEILL",20467
"VIC",213,"GIPP","Gippsland","GRN","CAMPBELL-SMITH",5039
"VIC",213,"GIPP","Gippsland","SPA","GUERIN",201
"VIC",213,"GIPP","Gippsland","IND","GARDNER",1992
"VIC",213,"GIPP","Gippsland","PUP","GRAVENALL",3785
"VIC",213,"GIPP","Gippsland","CYA","MANGION",623
"VIC",213,"GIPP","Gippsland","NP","CHESTER",47533
"VIC",213,"GIPP","Gippsland","ASXP","LEITCH",2101
"VIC",213,"GIPP","Gippsland","RUA","DORIAN",367
"VIC",213,"GIPP","Gippsland","LDP","BUCKLEY",4716
"VIC",213,"GIPP","Gippsland","FFP","FOSTER",1591
"VIC",214,"GOLD","Goldstein","","Informal",3121
"VIC",214,"GOLD","Goldstein","ALP","GUTTMANN",21591
"VIC",214,"GOLD","Goldstein","GRN","READ",14408
"VIC",214,"GOLD","Goldstein","LP","ROBB",51193
"VIC",214,"GOLD","Goldstein","PUP","RYDER",2044
"VIC",214,"GOLD","Goldstein","RUA","HANNIE",604
"VIC",214,"GOLD","Goldstein","FFP","JOYNER",751
"VIC",309,"GORT","Gorton","","Informal",6706
"VIC",309,"GORT","Gorton","ALP","O'CONNOR",44449
"VIC",309,"GORT","Gorton","GRN","JAYASURIYA",5597
"VIC",309,"GORT","Gorton","LP","HUMPHREYS",22328
"VIC",309,"GORT","Gorton","AUC","CHADHUOL",1132
"VIC",309,"GORT","Gorton","PUP","BARNES",5238
"VIC",309,"GORT","Gorton","ASXP","HUNTER",2850
"VIC",309,"GORT","Gorton","DLP","DEVERALA",2392
"VIC",309,"GORT","Gorton","KAP","MACARDY",1090
"VIC",309,"GORT","Gorton","FFP","AMBERLEY",2538
"VIC",215,"HIGG","Higgins","","Informal",3239
"VIC",215,"HIGG","Higgins","IND","WEBER",1663
"VIC",215,"HIGG","Higgins","ALP","CHAU",21027
"VIC",215,"HIGG","Higgins","GRN","HARRISON",14669
"VIC",215,"HIGG","Higgins","LP","O'DWYER",47467
"VIC",215,"HIGG","Higgins","PUP","DALL",1385
"VIC",215,"HIGG","Higgins","RUA","PRICE",354
"VIC",215,"HIGG","Higgins","FFP","BALDWIN",742
"VIC",216,"HOLT","Holt","","Informal",5789
"VIC",216,"HOLT","Holt","ALP","BYRNE",43096
"VIC",216,"HOLT","Holt","GRN","McCULLOUGH",3469
"VIC",216,"HOLT","Holt","AUC","HILL",1232
"VIC",216,"HOLT","Holt","LP","BALANCY",29181
"VIC",216,"HOLT","Holt","PUP","SINGH",4931
"VIC",216,"HOLT","Holt","ASXP","SMITH",2514
"VIC",216,"HOLT","Holt","DLP","PALMA",1835
"VIC",216,"HOLT","Holt","RUA","ELI",933
"VIC",216,"HOLT","Holt","FFP","KEENAN",2232
"VIC",217,"HOTH","Hotham","","Informal",4365
"VIC",217,"HOTH","Hotham","GRN","WYATT",7327
"VIC",217,"HOTH","Hotham","LP","CADER",31929
"VIC",217,"HOTH","Hotham","PUP","PORTER",2981
"VIC",217,"HOTH","Hotham","ALP","O'NEIL",40512
"VIC",217,"HOTH","Hotham","RUA","VASSILIOU",1392
"VIC",217,"HOTH","Hotham","FFP","NOWLAND",1818
"VIC",218,"INDI","Indi","FFP","LEEWORTHY",1330
"VIC",218,"INDI","Indi","","Informal",4774
"VIC",218,"INDI","Indi","IND","McGOWAN",27763
"VIC",218,"INDI","Indi","ALP","WALSH",10375
"VIC",218,"INDI","Indi","GRN","O'CONNOR",3041
"VIC",218,"INDI","Indi","LP","MIRABELLA",39785
"VIC",218,"INDI","Indi","PUP","MURPHY",2417
"VIC",218,"INDI","Indi","ASXP","ASCHENBRENNER",1402
"VIC",218,"INDI","Indi","IND","PODESTA",841
"VIC",218,"INDI","Indi","RUA","DUDLEY",985
"VIC",218,"INDI","Indi","KAP","ROURKE",615
"VIC",218,"INDI","Indi","BTA","HAYES",489
"VIC",219,"ISAA","Isaacs","","Informal",4375
"VIC",219,"ISAA","Isaacs","ALP","DREYFUS",35837
"VIC",219,"ISAA","Isaacs","GRN","MILES",6120
"VIC",219,"ISAA","Isaacs","LP","SPENCER",34864
"VIC",219,"ISAA","Isaacs","AUC","DOBBY",743
"VIC",219,"ISAA","Isaacs","PUP","GILL",2846
"VIC",219,"ISAA","Isaacs","ASXP","GRAHAM",2093
"VIC",219,"ISAA","Isaacs","DLP","LEACH",1144
"VIC",219,"ISAA","Isaacs","RUA","SEAMAN",558
"VIC",219,"ISAA","Isaacs","FFP","ELLIOTT",2503
"VIC",220,"JAGA","Jagajaga","","Informal",3549
"VIC",220,"JAGA","Jagajaga","ALP","MACKLIN",34813
"VIC",220,"JAGA","Jagajaga","GRN","KEARNEY",11863
"VIC",220,"JAGA","Jagajaga","LP","McGOWAN",38422
"VIC",220,"JAGA","Jagajaga","PUP","SNAPE",2452
"VIC",220,"JAGA","Jagajaga","ASXP","WALLIS",2565
"VIC",220,"JAGA","Jagajaga","FFP","EADIE",1490
"VIC",221,"KOOY","Kooyong","","Informal",3073
"VIC",221,"KOOY","Kooyong","ALP","KENNEDY",19655
"VIC",221,"KOOY","Kooyong","GRN","McLEOD",14526
"VIC",221,"KOOY","Kooyong","LP","FRYDENBERG",48802
"VIC",221,"KOOY","Kooyong","PUP","McNAMARA",1406
"VIC",221,"KOOY","Kooyong","RUA","KRIEDEMANN",327
"VIC",221,"KOOY","Kooyong","IND","HARRISON",1464
"VIC",221,"KOOY","Kooyong","IND","ZUBAC",621
"VIC",221,"KOOY","Kooyong","FFP","CALDER",825
"VIC",222,"LALO","Lalor","","Informal",6630
"VIC",222,"LALO","Lalor","ALP","RYAN",42184
"VIC",222,"LALO","Lalor","GRN","SHEFFIELD-BROTHERTON",5615
"VIC",222,"LALO","Lalor","LP","SAMARA",27321
"VIC",222,"LALO","Lalor","SPP","PAGE",359
"VIC",222,"LALO","Lalor","AUC","ROGERS",1535
"VIC",222,"LALO","Lalor","PUP","ZAPPIA",5416
"VIC",222,"LALO","Lalor","ASXP","HARWOOD",3004
"VIC",222,"LALO","Lalor","DLP","FREEMAN",1768
"VIC",222,"LALO","Lalor","RUA","VALE",1684
"VIC",222,"LALO","Lalor","IND","MULLINS",1842
"VIC",222,"LALO","Lalor","FFP","POLLARD",2653
"VIC",223,"LTRO","La Trobe","","Informal",4083
"VIC",223,"LTRO","La Trobe","ALP","SMYTH",28488
"VIC",223,"LTRO","La Trobe","GRN","SCHILLING",8905
"VIC",223,"LTRO","La Trobe","LP","WOOD",40925
"VIC",223,"LTRO","La Trobe","PUP","KENNEDY",4514
"VIC",223,"LTRO","La Trobe","ASXP","LEAHY",2475
"VIC",223,"LTRO","La Trobe","DLP","JENKINS",1168
"VIC",223,"LTRO","La Trobe","RUA","SEAMAN",711
"VIC",223,"LTRO","La Trobe","FFP","MARTIN",1680
"VIC",224,"MALL","Mallee","","Informal",6373
"VIC",224,"MALL","Mallee","CEC","LAHY",241
"VIC",224,"MALL","Mallee","ALP","SENIOR",15020
"VIC",224,"MALL","Mallee","GRN","MACALLISTER",2637
"VIC",224,"MALL","Mallee","LP","CREWTHER",23363
"VIC",224,"MALL","Mallee","PUP","CORY",2883
"VIC",224,"MALL","Mallee","CYA","COLDHAM",384
"VIC",224,"MALL","Mallee","NP","BROAD",33270
"VIC",224,"MALL","Mallee","ASXP","MULCAHY",2118
"VIC",224,"MALL","Mallee","IND","RIDGEWAY",595
"VIC",224,"MALL","Mallee","RUA","MIDDLETON",772
"VIC",224,"MALL","Mallee","KAP","CIRILLO",3195
"VIC",224,"MALL","Mallee","FFP","BULLER",1356
"VIC",225,"MARI","Maribyrnong","","Informal",5940
"VIC",225,"MARI","Maribyrnong","ALP","SHORTEN",43162
"VIC",225,"MARI","Maribyrnong","GRN","KEECH",8920
"VIC",225,"MARI","Maribyrnong","LP","HATZAKORTZIAN",29767
"VIC",225,"MARI","Maribyrnong","AUC","PATERNO",888
"VIC",225,"MARI","Maribyrnong","PUP","CUTLER",2470
"VIC",225,"MARI","Maribyrnong","DLP","KAVANAGH",1258
"VIC",225,"MARI","Maribyrnong","ASXP","MYERS",2313
"VIC",225,"MARI","Maribyrnong","RUA","TRUSCOTT",395
"VIC",225,"MARI","Maribyrnong","FFP","CARLSON",944
"VIC",226,"MCEW","McEwen","","Informal",4910
"VIC",226,"MCEW","McEwen","ALP","MITCHELL",38091
"VIC",226,"MCEW","McEwen","GRN","BARKER",7187
"VIC",226,"MCEW","McEwen","LP","PETROVICH",40853
"VIC",226,"MCEW","McEwen","PUP","DANCE",6822
"VIC",226,"MCEW","McEwen","CYA","CRANSON",686
"VIC",226,"MCEW","McEwen","ASXP","NASH",3256
"VIC",226,"MCEW","McEwen","RUA","VERDAN",463
"VIC",226,"MCEW","McEwen","KAP","STEVENS",997
"VIC",226,"MCEW","McEwen","FFP","NEWTON",2906
"VIC",227,"MCMI","McMillan","","Informal",6118
"VIC",227,"MCMI","McMillan","IND","GATT",695
"VIC",227,"MCMI","McMillan","ALP","NAUS",23537
"VIC",227,"MCMI","McMillan","GRN","McKELVIE",7157
"VIC",227,"MCMI","McMillan","LP","BROADBENT",47316
"VIC",227,"MCMI","McMillan","PUP","SHERRY",4380
"VIC",227,"MCMI","McMillan","CYA","FISHER",822
"VIC",227,"MCMI","McMillan","ASXP","STAGGARD",2168
"VIC",227,"MCMI","McMillan","DLP","KIS-RIGO",1641
"VIC",227,"MCMI","McMillan","RUA","BAKER",627
"VIC",227,"MCMI","McMillan","KAP","AMOR",2262
"VIC",227,"MCMI","McMillan","SOL","PATTON",209
"VIC",227,"MCMI","McMillan","IND","PARKER",1245
"VIC",227,"MCMI","McMillan","FFP","CONLON",1893
"VIC",228,"MELB","Melbourne","","Informal",5348
"VIC",228,"MELB","Melbourne","ALP","BOWTELL",22490
"VIC",228,"MELB","Melbourne","GRN","BANDT",36035
"VIC",228,"MELB","Melbourne","LP","ARMISTEAD",19301
"VIC",228,"MELB","Melbourne","SPP","BAYLISS",173
"VIC",228,"MELB","Melbourne","SPA","WILDING",230
"VIC",228,"MELB","Melbourne","PUP","VRBNJAK",780
"VIC",228,"MELB","Melbourne","ASXP","MANGISI",1621
"VIC",228,"MELB","Melbourne","AJP","WALSHE",628
"VIC",228,"MELB","Melbourne","DLP","MURPHY",442
"VIC",228,"MELB","Melbourne","RUA","KHOO",165
"VIC",228,"MELB","Melbourne","BTA","DAVIDSON",297
"VIC",228,"MELB","Melbourne","","MAIN",1140
"VIC",228,"MELB","Melbourne","IND","BORLAND",443
"VIC",228,"MELB","Melbourne","AIN","CUMMINS",170
"VIC",228,"MELB","Melbourne","IND","KIRKMAN",183
"VIC",228,"MELB","Melbourne","FFP","WALKER",453
"VIC",229,"MENZ","Menzies","","Informal",3987
"VIC",229,"MENZ","Menzies","ALP","KUMAR",22788
"VIC",229,"MENZ","Menzies","GRN","CRANSTON",7663
"VIC",229,"MENZ","Menzies","LP","ANDREWS",52290
"VIC",229,"MENZ","Menzies","PUP","GUARDIANI",2353
"VIC",229,"MENZ","Menzies","RUA","BAKER",508
"VIC",229,"MENZ","Menzies","IND","ROBINSON",1287
"VIC",229,"MENZ","Menzies","FFP","CONLON",1917
"VIC",230,"MPOR","Melbourne Ports","","Informal",3223
"VIC",230,"MPOR","Melbourne Ports","ALP","DANBY",25676
"VIC",230,"MPOR","Melbourne Ports","GRN","BIRRELL",16353
"VIC",230,"MPOR","Melbourne Ports","LP","EKENDAHL",33278
"VIC",230,"MPOR","Melbourne Ports","SPP","ARMSTRONG",324
"VIC",230,"MPOR","Melbourne Ports","PUP","STODART",1122
"VIC",230,"MPOR","Melbourne Ports","ASXP","STAR",3089
"VIC",230,"MPOR","Melbourne Ports","DLP","STEFANO",540
"VIC",230,"MPOR","Melbourne Ports","RUA","QUINN",201
"VIC",230,"MPOR","Melbourne Ports","FFP","KEENAN",490
"VIC",231,"MURR","Murray","","Informal",5992
"VIC",231,"MURR","Murray","CEC","DAVY",316
"VIC",231,"MURR","Murray","ALP","HIGGINS",18403
"VIC",231,"MURR","Murray","GRN","STEVENS",3485
"VIC",231,"MURR","Murray","LP","STONE",54490
"VIC",231,"MURR","Murray","PUP","THOOLEN",2964
"VIC",231,"MURR","Murray","ASXP","CHELLEW",2337
"VIC",231,"MURR","Murray","IND","BUCK",1176
"VIC",231,"MURR","Murray","RUA","HUNGERFORD",563
"VIC",231,"MURR","Murray","KAP","BOURKE",2423
"VIC",231,"MURR","Murray","BTA","SUMMER",986
"VIC",231,"MURR","Murray","FFP","WALKER",1589
"VIC",232,"SCUL","Scullin","","Informal",6214
"VIC",232,"SCUL","Scullin","ALP","GILES",45484
"VIC",232,"SCUL","Scullin","GRN","LJUBICIC",6780
"VIC",232,"SCUL","Scullin","LP","CHUGHA",26369
"VIC",232,"SCUL","Scullin","PUP","COOPER",5991
"VIC",232,"SCUL","Scullin","ASXP","ROLPH",2453
"VIC",232,"SCUL","Scullin","KAP","GRECO",1025
"VIC",232,"SCUL","Scullin","FFP","CONLON",2394
"VIC",233,"WANN","Wannon","","Informal",3665
"VIC",233,"WANN","Wannon","ALP","BARLING",26044
"VIC",233,"WANN","Wannon","GRN","EMANUELLE",5668
"VIC",233,"WANN","Wannon","LP","TEHAN",47392
"VIC",233,"WANN","Wannon","AUC","CORBETT",1167
"VIC",233,"WANN","Wannon","PUP","FERGUSON",3519
"VIC",233,"WANN","Wannon","ASXP","JOHNSON",2455
"VIC",233,"WANN","Wannon","FFP","HABERFIELD",1957
"VIC",234,"WILL","Wills","","Informal",5304
"VIC",234,"WILL","Wills","SAL","WINDISCH",1024
"VIC",234,"WILL","Wills","ALP","THOMSON",40931
"VIC",234,"WILL","Wills","GRN","READ",20157
"VIC",234,"WILL","Wills","LP","HEGDE",20710
"VIC",234,"WILL","Wills","PUP","MURRAY-DUFOULON",2158
"VIC",234,"WILL","Wills","ASXP","TRAJSTMAN",2363
"VIC",234,"WILL","Wills","IND","O'CALLAGHAN",2040
"VIC",234,"WILL","Wills","FFP","GIGLIA",1285
"WA",235,"BRAN","Brand","","Informal",4536
"WA",235,"BRAN","Brand","ALP","ALP_BRAN",30223
"WA",235,"BRAN","Brand","DEM","DEM_BRAN",510
"WA",235,"BRAN","Brand","LP","LP_BRAN",27756
"WA",235,"BRAN","Brand","GRN","GRN_BRAN",5461
"WA",235,"BRAN","Brand","CEC","CEC_BRAN",221
"WA",235,"BRAN","Brand","FFP","FFP_BRAN",1655
"WA",235,"BRAN","Brand","RUA","RUA_BRAN",529
"WA",235,"BRAN","Brand","PUP","PUP_BRAN",5703
"WA",235,"BRAN","Brand","AUC","AUC_BRAN",1493
"WA",317,"BURT","Burt","","Informal",4683
"WA",317,"BURT","Burt","ALP","ALP_BURT",24652
"WA",317,"BURT","Burt","LP","LP_BURT",35218
"WA",317,"BURT","Burt","NP","NP_BURT",444
"WA",317,"BURT","Burt","GRN","GRN_BURT",5983
"WA",317,"BURT","Burt","FFP","FFP_BURT",1028
"WA",317,"BURT","Burt","ASXP","ASXP_BURT",814
"WA",317,"BURT","Burt","RUA","RUA_BURT",413
"WA",317,"BURT","Burt","KAP","KAP_BURT",454
"WA",317,"BURT","Burt","PUP","PUP_BURT",5450
"WA",317,"BURT","Burt","AUC","AUC_BURT",2745
"WA",317,"BURT","Burt","APP","APP_BURT",38
"WA",236,"CANN","Canning","","Informal",4253
"WA",236,"CANN","Canning","ALP","ALP_CANN",20724
"WA",236,"CANN","Canning","DEM","DEM_CANN",96
"WA",236,"CANN","Canning","LP","LP_CANN",39154
"WA",236,"CANN","Canning","NP","NP_CANN",1287
"WA",236,"CANN","Canning","GRN","GRN_CANN",5372
"WA",236,"CANN","Canning","CEC","CEC_CANN",65
"WA",236,"CANN","Canning","FFP","FFP_CANN",1213
"WA",236,"CANN","Canning","ASXP","ASXP_CANN",31
"WA",236,"CANN","Canning","RUA","RUA_CANN",574
"WA",236,"CANN","Canning","KAP","KAP_CANN",556
"WA",236,"CANN","Canning","PUP","PUP_CANN",4848
"WA",236,"CANN","Canning","AUC","AUC_CANN",1628
"WA",237,"COWA","Cowan","","Informal",4642
"WA",237,"COWA","Cowan","IND","CLARK",125
"WA",237,"COWA","Cowan","ALP","ALP_COWA",27439
"WA",237,"COWA","Cowan","DEM","DEM_COWA",16
"WA",237,"COWA","Cowan","LP","LP_COWA",36746
"WA",237,"COWA","Cowan","NP","NP_COWA",77
"WA",237,"COWA","Cowan","GRN","GRN_COWA",6137
"WA",237,"COWA","Cowan","CEC","CEC_COWA",16
"WA",237,"COWA","Cowan","FFP","FFP_COWA",1355
"WA",237,"COWA","Cowan","RUA","RUA_COWA",773
"WA",237,"COWA","Cowan","KAP","KAP_COWA",17
"WA",237,"COWA","Cowan","PUP","PUP_COWA",4308
"WA",237,"COWA","Cowan","AUC","AUC_COWA",1882
"WA",238,"CURT","Curtin","","Informal",2798
"WA",238,"CURT","Curtin","IND","MUBARAK",84
"WA",238,"CURT","Curtin","ALP","ALP_CURT",14569
"WA",238,"CURT","Curtin","LP","LP_CURT",51565
"WA",238,"CURT","Curtin","GRN","GRN_CURT",12206
"WA",238,"CURT","Curtin","FFP","FFP_CURT",55
"WA",238,"CURT","Curtin","RUA","RUA_CURT",664
"WA",238,"CURT","Curtin","PUP","PUP_CURT",2246
"WA",238,"CURT","Curtin","AUC","AUC_CURT",1095
"WA",312,"DURA","Durack","","Informal",5237
"WA",312,"DURA","Durack","IND","MOURITZ",83
"WA",312,"DURA","Durack","ALP","ALP_DURA",15339
"WA",312,"DURA","Durack","DEM","DEM_DURA",0
"WA",312,"DURA","Durack","LP","LP_DURA",29221
"WA",312,"DURA","Durack","NP","NP_DURA",17924
"WA",312,"DURA","Durack","GRN","GRN_DURA",5321
"WA",312,"DURA","Durack","CEC","CEC_DURA",187
"WA",312,"DURA","Durack","FFP","FFP_DURA",786
"WA",312,"DURA","Durack","RUA","RUA_DURA",820
"WA",312,"DURA","Durack","KAP","KAP_DURA",813
"WA",312,"DURA","Durack","PUP","PUP_DURA",5094
"WA",312,"DURA","Durack","AUC","AUC_DURA",1002
"WA",239,"FORR","Forrest","","Informal",4743
"WA",239,"FORR","Forrest","ALP","ALP_FORR",18841
"WA",239,"FORR","Forrest","LP","LP_FORR",41035
"WA",239,"FORR","Forrest","NP","NP_FORR",5114
"WA",239,"FORR","Forrest","GRN","GRN_FORR",7880
"WA",239,"FORR","Forrest","CEC","CEC_FORR",192
"WA",239,"FORR","Forrest","FFP","FFP_FORR",1209
"WA",239,"FORR","Forrest","RUA","RUA_FORR",546
"WA",239,"FORR","Forrest","PUP","PUP_FORR",3949
"WA",239,"FORR","Forrest","AUC","AUC_FORR",1303
"WA",240,"FREM","Fremantle","","Informal",5452
"WA",240,"FREM","Fremantle","ALP","ALP_FREM",32378
"WA",240,"FREM","Fremantle","LP","LP_FREM",29346
"WA",240,"FREM","Fremantle","GRN","GRN_FREM",9295
"WA",240,"FREM","Fremantle","CEC","CEC_FREM",111
"WA",240,"FREM","Fremantle","FFP","FFP_FREM",741
"WA",240,"FREM","Fremantle","SAL","SAL_FREM",677
"WA",240,"FREM","Fremantle","RUA","RUA_FREM",381
"WA",240,"FREM","Fremantle","KAP","KAP_FREM",960
"WA",240,"FREM","Fremantle","PUP","PUP_FREM",3160
"WA",240,"FREM","Fremantle","AUC","AUC_FREM",1067
"WA",240,"FREM","Fremantle","APP","APP_FREM",185
"WA",305,"HASL","Hasluck","","Informal",4596
"WA",305,"HASL","Hasluck","ALP","ALP_HASL",22961
"WA",305,"HASL","Hasluck","DEM","DEM_HASL",210
"WA",305,"HASL","Hasluck","LP","LP_HASL",35935
"WA",305,"HASL","Hasluck","NP","NP_HASL",908
"WA",305,"HASL","Hasluck","GRN","GRN_HASL",8029
"WA",305,"HASL","Hasluck","CEC","CEC_HASL",121
"WA",305,"HASL","Hasluck","FFP","FFP_HASL",732
"WA",305,"HASL","Hasluck","ASXP","ASXP_HASL",1215
"WA",305,"HASL","Hasluck","RUA","RUA_HASL",275
"WA",305,"HASL","Hasluck","KAP","KAP_HASL",561
"WA",305,"HASL","Hasluck","PUP","PUP_HASL",5150
"WA",305,"HASL","Hasluck","AUC","AUC_HASL",1756
"WA",305,"HASL","Hasluck","APP","APP_HASL",41
"WA",242,"MOOR","Moore","","Informal",3921
"WA",242,"MOOR","Moore","ALP","ALP_MOOR",22314
"WA",242,"MOOR","Moore","LP","LP_MOOR",46656
"WA",242,"MOOR","Moore","GRN","GRN_MOOR",8531
"WA",242,"MOOR","Moore","FFP","FFP_MOOR",144
"WA",242,"MOOR","Moore","RUA","RUA_MOOR",760
"WA",242,"MOOR","Moore","PUP","PUP_MOOR",5390
"WA",242,"MOOR","Moore","AUC","AUC_MOOR",1552
"WA",242,"MOOR","Moore","SPRT","SPRT_MOOR",1103
"WA",243,"OCON","O'Connor","","Informal",5377
"WA",243,"OCON","O'Connor","IND","MOURITZ",1348
"WA",243,"OCON","O'Connor","ALP","ALP_OCON",16651
"WA",243,"OCON","O'Connor","LP","LP_OCON",32811
"WA",243,"OCON","O'Connor","NP","NP_OCON",20360
"WA",243,"OCON","O'Connor","GRN","GRN_OCON",5789
"WA",243,"OCON","O'Connor","CEC","CEC_OCON",410
"WA",243,"OCON","O'Connor","FFP","FFP_OCON",737
"WA",243,"OCON","O'Connor","RUA","RUA_OCON",620
"WA",243,"OCON","O'Connor","KAP","KAP_OCON",630
"WA",243,"OCON","O'Connor","PUP","PUP_OCON",3838
"WA",243,"OCON","O'Connor","AUC","AUC_OCON",2120
"WA",244,"PEAR","Pearce","","Informal",4432
"WA",244,"PEAR","Pearce","ALP","ALP_PEAR",19080
"WA",244,"PEAR","Pearce","DEM","DEM_PEAR",338
"WA",244,"PEAR","Pearce","LP","LP_PEAR",34330
"WA",244,"PEAR","Pearce","NP","NP_PEAR",3316
"WA",244,"PEAR","Pearce","GRN","GRN_PEAR",7167
"WA",244,"PEAR","Pearce","CEC","CEC_PEAR",296
"WA",244,"PEAR","Pearce","FFP","FFP_PEAR",35
"WA",244,"PEAR","Pearce","ASXP","ASXP_PEAR",0
"WA",244,"PEAR","Pearce","RUA","RUA_PEAR",675
"WA",244,"PEAR","Pearce","KAP","KAP_PEAR",469
"WA",244,"PEAR","Pearce","PUP","PUP_PEAR",5598
"WA",244,"PEAR","Pearce","AUC","AUC_PEAR",1374
"WA",244,"PEAR","Pearce","SPRT","SPRT_PEAR",221
"WA",245,"PERT","Perth","","Informal",4110
"WA",245,"PERT","Perth","IND","CLARK",831
"WA",245,"PERT","Perth","IND","MUBARAK",19
"WA",245,"PERT","Perth","ALP","ALP_PERT",30707
"WA",245,"PERT","Perth","LP","LP_PERT",33691
"WA",245,"PERT","Perth","GRN","GRN_PERT",9579
"WA",245,"PERT","Perth","FFP","FFP_PERT",525
"WA",245,"PERT","Perth","RUA","RUA_PERT",424
"WA",245,"PERT","Perth","PUP","PUP_PERT",2621
"WA",245,"PERT","Perth","AUC","AUC_PERT",1611
"WA",246,"STIR","Stirling","","Informal",4912
"WA",246,"STIR","Stirling","IND","CLARK",70
"WA",246,"STIR","Stirling","IND","MUBARAK",798
"WA",246,"STIR","Stirling","ALP","ALP_STIR",23887
"WA",246,"STIR","Stirling","LP","LP_STIR",40704
"WA",246,"STIR","Stirling","GRN","GRN_STIR",8736
"WA",246,"STIR","Stirling","FFP","FFP_STIR",682
"WA",246,"STIR","Stirling","RUA","RUA_STIR",477
"WA",246,"STIR","Stirling","PUP","PUP_STIR",3210
"WA",246,"STIR","Stirling","AUC","AUC_STIR",1688
"WA",247,"SWAN","Swan","","Informal",4617
"WA",247,"SWAN","Swan","ALP","ALP_SWAN",23427
"WA",247,"SWAN","Swan","LP","LP_SWAN",38688
"WA",247,"SWAN","Swan","GRN","GRN_SWAN",8756
"WA",247,"SWAN","Swan","FFP","FFP_SWAN",761
"WA",247,"SWAN","Swan","ASXP","ASXP_SWAN",176
"WA",247,"SWAN","Swan","RUA","RUA_SWAN",411
"WA",247,"SWAN","Swan","KAP","KAP_SWAN",410
"WA",247,"SWAN","Swan","PUP","PUP_SWAN",3414
"WA",247,"SWAN","Swan","AUC","AUC_SWAN",1347
"WA",247,"SWAN","Swan","APP","APP_SWAN",596
"WA",248,"TANG","Tangney","","Informal",3723
"WA",248,"TANG","Tangney","ALP","ALP_TANG",21061
"WA",248,"TANG","Tangney","LP","LP_TANG",46297
"WA",248,"TANG","Tangney","GRN","GRN_TANG",9126
"WA",248,"TANG","Tangney","CEC","CEC_TANG",20
"WA",248,"TANG","Tangney","FFP","FFP_TANG",120
"WA",248,"TANG","Tangney","SAL","SAL_TANG",66
"WA",248,"TANG","Tangney","RUA","RUA_TANG",810
"WA",248,"TANG","Tangney","KAP","KAP_TANG",127
"WA",248,"TANG","Tangney","PUP","PUP_TANG",3352
"WA",248,"TANG","Tangney","AUC","AUC_TANG",1985
"WA",248,"TANG","Tangney","APP","APP_TANG",63
